Id,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
3652,FDV07,9.5,Low Fat,0.031410378,Fruits and Vegetables,110.3228,OUT018,2009,Medium,Tier 3,Supermarket Type2,2763.07
3653,FDO50,,Low Fat,0.077790204,Canned,93.0804,OUT027,1985,Medium,Tier 3,Supermarket Type3,2940.1728
3654,FDN04,11.8,Regular,0.014166739,Frozen Foods,178.2344,OUT017,2007,,Tier 2,Supermarket Type1,2854.9504
3655,FDZ08,12.5,Regular,0.110215444,Fruits and Vegetables,81.8592,OUT045,2002,,Tier 2,Supermarket Type1,1238.388
3656,FDD05,19.35,Low Fat,0.016679143,Frozen Foods,119.3098,OUT018,2009,Medium,Tier 3,Supermarket Type2,1928.1568
3657,FDV60,20.2,Regular,0.117339056,Baking Goods,195.011,OUT035,2004,Small,Tier 2,Supermarket Type1,2749.754
3658,NCG30,20.2,Low Fat,0.112227747,Household,123.5046,OUT013,1987,High,Tier 3,Supermarket Type1,2739.1012
3659,FDX37,,Low Fat,0.062724117,Canned,100.57,OUT027,1985,Medium,Tier 3,Supermarket Type3,5093.37
3660,FDW24,6.8,Low Fat,0.037555348,Baking Goods,49.6034,OUT049,1999,Medium,Tier 1,Supermarket Type1,972.068
3661,DRM48,,Low Fat,0.112349962,Soft Drinks,39.1848,OUT027,1985,Medium,Tier 3,Supermarket Type3,559.272
3662,FDF46,,Low Fat,0.093217569,Snack Foods,116.7834,OUT027,1985,Medium,Tier 3,Supermarket Type3,4952.8862
3663,NCY54,8.43,Low Fat,0.177661246,Household,170.5422,OUT035,2004,Small,Tier 2,Supermarket Type1,3621.2862
3664,FDS35,9.3,Low Fat,0.11184963,Breads,64.6826,OUT017,2007,,Tier 2,Supermarket Type1,774.9912
3665,FDB04,11.35,Regular,0.06321435,Dairy,88.3856,OUT035,2004,Small,Tier 2,Supermarket Type1,1318.284
3666,NCK05,20.1,LF,0.077892365,Health and Hygiene,59.3536,OUT017,2007,,Tier 2,Supermarket Type1,918.804
3667,FDT46,11.35,Low Fat,0.051564827,Snack Foods,49.0008,OUT010,1998,,Tier 3,Grocery Store,101.2016
3668,FDP52,,Regular,0.070349402,Frozen Foods,228.601,OUT027,1985,Medium,Tier 3,Supermarket Type3,7350.432
3669,NCR17,9.8,Low Fat,0.024521239,Health and Hygiene,117.5492,OUT017,2007,,Tier 2,Supermarket Type1,1390.1904
3670,NCN54,20.35,Low Fat,0.021447102,Household,76.3328,OUT017,2007,,Tier 2,Supermarket Type1,1312.9576
3671,FDX12,18.2,Regular,0.026059557,Baking Goods,241.2196,OUT035,2004,Small,Tier 2,Supermarket Type1,6507.5292
3672,DRL23,18.35,Low Fat,0.015301418,Hard Drinks,105.2938,OUT035,2004,Small,Tier 2,Supermarket Type1,2036.6822
3673,DRN47,12.1,Low Fat,0,Hard Drinks,179.866,OUT045,2002,,Tier 2,Supermarket Type1,3595.32
3674,FDM25,10.695,Regular,0.060615254,Breakfast,174.0712,OUT013,1987,High,Tier 3,Supermarket Type1,2460.7968
3675,FDF52,,Low Fat,0.066459891,Frozen Foods,184.2292,OUT027,1985,Medium,Tier 3,Supermarket Type3,4560.73
3676,FDU21,11.8,Regular,0.076876046,Snack Foods,33.1558,OUT045,2002,,Tier 2,Supermarket Type1,543.2928
3677,FDI15,13.8,Low Fat,0.14215211,Dairy,263.5884,OUT017,2007,,Tier 2,Supermarket Type1,2384.8956
3678,FDJ09,15,Low Fat,0.058632705,Snack Foods,46.4744,OUT018,2009,Medium,Tier 3,Supermarket Type2,543.2928
3679,FDW03,5.63,Regular,0.024541277,Meat,105.1306,OUT046,1997,Small,Tier 1,Supermarket Type1,3135.918
3680,FDA07,7.55,Regular,0.030992735,Fruits and Vegetables,124.3072,OUT049,1999,Medium,Tier 1,Supermarket Type1,2695.1584
3681,FDU39,18.85,Low Fat,0.036241797,Meat,57.3562,OUT017,2007,,Tier 2,Supermarket Type1,1007.3554
3682,FDI60,7.22,Regular,0.038398937,Baking Goods,61.951,OUT045,2002,,Tier 2,Supermarket Type1,1518.024
3683,FDK33,17.85,Low Fat,0.011258035,Snack Foods,211.656,OUT045,2002,,Tier 2,Supermarket Type1,2556.672
3684,FDN01,8.895,Low Fat,0.072511335,Breakfast,177.437,OUT049,1999,Medium,Tier 1,Supermarket Type1,3528.74
3685,FDV38,19.25,Low Fat,0.101689151,Dairy,54.6956,OUT013,1987,High,Tier 3,Supermarket Type1,163.7868
3686,NCV06,11.3,Low Fat,0.066625843,Household,194.2478,OUT013,1987,High,Tier 3,Supermarket Type1,2712.4692
3687,FDQ34,10.85,Low Fat,0.162242617,Snack Foods,107.8622,OUT046,1997,Small,Tier 1,Supermarket Type1,1058.622
3688,DRK37,5,Low Fat,0,Soft Drinks,189.853,OUT045,2002,,Tier 2,Supermarket Type1,4933.578
3689,NCY53,20,Low Fat,0,Health and Hygiene,110.2544,OUT013,1987,High,Tier 3,Supermarket Type1,1454.1072
3690,FDD53,,Low Fat,0.044008347,Frozen Foods,43.7454,OUT027,1985,Medium,Tier 3,Supermarket Type3,671.1264
3691,FDV49,10,Low Fat,0.025867353,Canned,264.6226,OUT049,1999,Medium,Tier 1,Supermarket Type1,4757.8068
3692,FDY36,,Low Fat,0.016476619,Baking Goods,74.338,OUT019,1985,Small,Tier 1,Grocery Store,146.476
3693,FDH34,8.63,Low Fat,0.031095246,Snack Foods,185.7582,OUT046,1997,Small,Tier 1,Supermarket Type1,3529.4058
3694,NCD07,9.1,LF,0,Household,115.4518,OUT017,2007,,Tier 2,Supermarket Type1,2390.8878
3695,FDB51,6.92,Low Fat,0.038422076,Dairy,62.5852,OUT013,1987,High,Tier 3,Supermarket Type1,438.0964
3696,NCH42,6.86,Low Fat,0.061155983,Household,228.401,OUT010,1998,,Tier 3,Grocery Store,229.701
3697,NCI31,20,Low Fat,0.08131178,Others,37.819,OUT035,2004,Small,Tier 2,Supermarket Type1,439.428
3698,FDL56,14.1,Low Fat,0.125756824,Fruits and Vegetables,87.1198,OUT035,2004,Small,Tier 2,Supermarket Type1,2529.3742
3699,FDG29,17.6,Low Fat,0.05661033,Frozen Foods,41.7454,OUT017,2007,,Tier 2,Supermarket Type1,209.727
3700,FDJ45,17.75,LF,0.073709686,Seafood,35.1216,OUT018,2009,Medium,Tier 3,Supermarket Type2,415.4592
3701,FDJ38,8.6,Regular,0.040432954,Canned,191.653,OUT017,2007,,Tier 2,Supermarket Type1,3795.06
3702,NCO05,7.27,Low Fat,0.046749112,Health and Hygiene,100.4384,OUT018,2009,Medium,Tier 3,Supermarket Type2,1970.768
3703,FDW24,6.8,Low Fat,0.062762374,Baking Goods,50.4034,OUT010,1998,,Tier 3,Grocery Store,48.6034
3704,FDN34,,Regular,0.045542628,Snack Foods,170.7132,OUT027,1985,Medium,Tier 3,Supermarket Type3,4904.2828
3705,FDH46,6.935,Regular,0.041346469,Snack Foods,103.1332,OUT049,1999,Medium,Tier 1,Supermarket Type1,820.2656
3706,FDW39,6.69,Regular,0.036903419,Meat,175.137,OUT035,2004,Small,Tier 2,Supermarket Type1,1235.059
3707,DRK59,,Low Fat,0.075084457,Hard Drinks,233.9616,OUT027,1985,Medium,Tier 3,Supermarket Type3,4452.8704
3708,FDU25,12.35,Low Fat,0.026735372,Canned,57.4246,OUT045,2002,,Tier 2,Supermarket Type1,810.9444
3709,FDC44,15.6,Low Fat,0.172453254,Fruits and Vegetables,115.1518,OUT013,1987,High,Tier 3,Supermarket Type1,683.1108
3710,FDG17,,Regular,0.035666655,Frozen Foods,246.2486,OUT027,1985,Medium,Tier 3,Supermarket Type3,8063.5038
3711,FDI45,13.1,Low Fat,0.037581243,Fruits and Vegetables,175.5054,OUT046,1997,Small,Tier 1,Supermarket Type1,2451.4756
3712,FDK08,9.195,Regular,0.122202946,Fruits and Vegetables,100.1016,OUT013,1987,High,Tier 3,Supermarket Type1,1619.2256
3713,FDW36,11.15,Low Fat,0.056921876,Baking Goods,107.1622,OUT035,2004,Small,Tier 2,Supermarket Type1,423.4488
3714,FDL39,16.1,Regular,0.063319379,Dairy,180.9318,OUT035,2004,Small,Tier 2,Supermarket Type1,1984.7498
3715,FDS13,6.465,Low Fat,0.124402507,Canned,266.1884,OUT013,1987,High,Tier 3,Supermarket Type1,5299.768
3716,FDO57,20.75,Low Fat,0.108879177,Snack Foods,161.5578,OUT049,1999,Medium,Tier 1,Supermarket Type1,320.9156
3717,FDS37,7.655,Low Fat,0.032125561,Canned,115.7492,OUT017,2007,,Tier 2,Supermarket Type1,2548.6824
3718,FDV26,20.25,Regular,0.076097073,Dairy,193.5794,OUT013,1987,High,Tier 3,Supermarket Type1,1950.794
3719,FDJ22,18.75,low fat,0.052766297,Snack Foods,189.7504,OUT013,1987,High,Tier 3,Supermarket Type1,2492.7552
3720,FDC16,11.5,Regular,0.020601791,Dairy,86.054,OUT049,1999,Medium,Tier 1,Supermarket Type1,1038.648
3721,NCH42,,Low Fat,0.036360386,Household,231.601,OUT027,1985,Medium,Tier 3,Supermarket Type3,7580.133
3722,FDD46,,Low Fat,0.140571971,Snack Foods,154.7998,OUT027,1985,Medium,Tier 3,Supermarket Type3,3383.5956
3723,FDT25,7.5,Low Fat,0.05074138,Canned,123.2072,OUT035,2004,Small,Tier 2,Supermarket Type1,1837.608
3724,FDR34,17,Regular,0.015997687,Snack Foods,229.1352,OUT045,2002,,Tier 2,Supermarket Type1,4580.704
3725,FDQ10,,Low Fat,0.033018559,Snack Foods,170.4422,OUT027,1985,Medium,Tier 3,Supermarket Type3,5000.8238
3726,DRI03,6.03,Low Fat,0.022703693,Dairy,177.9028,OUT046,1997,Small,Tier 1,Supermarket Type1,4781.7756
3727,FDB58,,Regular,0.013431109,Snack Foods,143.7154,OUT027,1985,Medium,Tier 3,Supermarket Type3,4821.7236
3728,FDQ03,15,Regular,0,Meat,235.6248,OUT049,1999,Medium,Tier 1,Supermarket Type1,1896.1984
3729,DRD27,18.75,Low Fat,0.023876985,Dairy,97.4042,OUT049,1999,Medium,Tier 1,Supermarket Type1,2281.6966
3730,FDK33,17.85,Low Fat,0.011281018,Snack Foods,213.756,OUT018,2009,Medium,Tier 3,Supermarket Type2,3408.896
3731,DRL23,18.35,Low Fat,0.015328106,Hard Drinks,107.5938,OUT049,1999,Medium,Tier 1,Supermarket Type1,1822.2946
3732,FDW32,18.35,Regular,0.094488071,Fruits and Vegetables,87.1882,OUT045,2002,,Tier 2,Supermarket Type1,515.3292
3733,NCL05,19.6,Low Fat,0.047897663,Health and Hygiene,44.677,OUT046,1997,Small,Tier 1,Supermarket Type1,173.108
3734,DRB01,,Low Fat,0.081841136,Soft Drinks,190.053,OUT027,1985,Medium,Tier 3,Supermarket Type3,569.259
3735,NCL06,14.65,Low Fat,0.072212787,Household,260.9594,OUT045,2002,,Tier 2,Supermarket Type1,2878.2534
3736,FDH10,21,Low Fat,0.049505857,Snack Foods,195.3478,OUT018,2009,Medium,Tier 3,Supermarket Type2,1162.4868
3737,NCO14,9.6,Low Fat,0.02981155,Household,45.2086,OUT017,2007,,Tier 2,Supermarket Type1,669.129
3738,FDV03,17.6,Low Fat,0.058181585,Meat,154.4314,OUT049,1999,Medium,Tier 1,Supermarket Type1,2326.971
3739,FDW52,14,Regular,0.037734782,Frozen Foods,166.4526,OUT017,2007,,Tier 2,Supermarket Type1,4769.1254
3740,NCZ30,6.59,Low Fat,0,Household,119.1098,OUT017,2007,,Tier 2,Supermarket Type1,964.0784
3741,FDY35,17.6,Regular,0.026827052,Breads,47.8402,OUT010,1998,,Tier 3,Grocery Store,91.8804
3742,FDN31,11.5,Low Fat,0.072881535,Fruits and Vegetables,191.353,OUT046,1997,Small,Tier 1,Supermarket Type1,2277.036
3743,FDX31,20.35,Regular,0.014822802,Fruits and Vegetables,234.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,2570.6538
3744,NCJ05,18.7,Low Fat,0.046159928,Health and Hygiene,152.3682,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.1502
3745,FDN56,5.46,Regular,0.107662745,Fruits and Vegetables,143.8786,OUT017,2007,,Tier 2,Supermarket Type1,4334.358
3746,FDZ04,9.31,Low Fat,0.038014104,Frozen Foods,62.351,OUT049,1999,Medium,Tier 1,Supermarket Type1,822.263
3747,FDJ44,12.3,Regular,0.106307146,Fruits and Vegetables,174.9396,OUT035,2004,Small,Tier 2,Supermarket Type1,1569.9564
3748,FDI08,18.2,Regular,0.066672058,Fruits and Vegetables,248.1092,OUT017,2007,,Tier 2,Supermarket Type1,4233.1564
3749,FDB59,18.25,Low Fat,0.015341139,Snack Foods,200.0084,OUT018,2009,Medium,Tier 3,Supermarket Type2,1984.084
3750,FDY15,18.25,Regular,0.171174491,Dairy,156.463,OUT045,2002,,Tier 2,Supermarket Type1,938.778
3751,NCZ18,,Low Fat,0.325780807,Household,252.7698,OUT019,1985,Small,Tier 1,Grocery Store,761.0094
3752,DRO47,10.195,Low Fat,0.112859454,Hard Drinks,114.486,OUT017,2007,,Tier 2,Supermarket Type1,2490.092
3753,FDW21,5.34,Regular,0.005962753,Snack Foods,102.4358,OUT035,2004,Small,Tier 2,Supermarket Type1,2010.716
3754,FDZ14,,Regular,0.047358246,Dairy,123.1756,OUT027,1985,Medium,Tier 3,Supermarket Type3,3998.7948
3755,FDM09,11.15,Regular,0.086105815,Snack Foods,167.879,OUT045,2002,,Tier 2,Supermarket Type1,2886.243
3756,FDK43,9.8,Low Fat,0.026882496,Meat,126.302,OUT049,1999,Medium,Tier 1,Supermarket Type1,3036.048
3757,FDE45,12.1,Low Fat,0.040521714,Fruits and Vegetables,178.5002,OUT018,2009,Medium,Tier 3,Supermarket Type2,5552.1062
3758,FDR35,,Low Fat,0.020597493,Breads,200.0742,OUT027,1985,Medium,Tier 3,Supermarket Type3,8958.339
3759,FDT58,,Low Fat,0.085538477,Snack Foods,169.2816,OUT027,1985,Medium,Tier 3,Supermarket Type3,3523.4136
3760,FDS57,15.5,Low Fat,0,Snack Foods,141.547,OUT017,2007,,Tier 2,Supermarket Type1,3006.087
3761,FDF10,15.5,Regular,0,Snack Foods,147.2418,OUT018,2009,Medium,Tier 3,Supermarket Type2,1324.2762
3762,FDP03,5.15,Regular,0.10239789,Meat,122.1388,OUT010,1998,,Tier 3,Grocery Store,495.3552
3763,FDT04,17.25,Low Fat,0,Frozen Foods,37.5822,OUT010,1998,,Tier 3,Grocery Store,196.411
3764,NCW53,18.35,Low Fat,0.0304697,Health and Hygiene,191.3162,OUT013,1987,High,Tier 3,Supermarket Type1,1346.9134
3765,FDA39,6.32,Low Fat,0.021287234,Meat,38.5822,OUT010,1998,,Tier 3,Grocery Store,78.5644
3766,NCH29,5.51,Low Fat,0.034467286,Health and Hygiene,96.7726,OUT035,2004,Small,Tier 2,Supermarket Type1,2642.5602
3767,FDU02,13.35,Low Fat,0.1027194,Dairy,228.8352,OUT045,2002,,Tier 2,Supermarket Type1,5267.8096
3768,FDN13,,Low Fat,0.266234421,Breakfast,98.5358,OUT019,1985,Small,Tier 1,Grocery Store,402.1432
3769,FDX56,,Regular,0.129668578,Fruits and Vegetables,206.8638,OUT019,1985,Small,Tier 1,Grocery Store,207.0638
3770,FDT11,,Regular,0.02923013,Breads,189.4556,OUT027,1985,Medium,Tier 3,Supermarket Type3,3567.3564
3771,NCC18,,Low Fat,0.176411579,Household,173.2422,OUT027,1985,Medium,Tier 3,Supermarket Type3,2069.3064
3772,FDA32,14,Low Fat,0.050371508,Fruits and Vegetables,214.7192,OUT010,1998,,Tier 3,Grocery Store,862.8768
3773,FDU39,18.85,Low Fat,0.036184755,Meat,58.5562,OUT018,2009,Medium,Tier 3,Supermarket Type2,770.3306
3774,FDV27,,Regular,0.070017381,Meat,89.3514,OUT019,1985,Small,Tier 1,Grocery Store,177.1028
3775,NCW53,18.35,Low Fat,0.030556922,Health and Hygiene,190.6162,OUT045,2002,,Tier 2,Supermarket Type1,3271.0754
3776,NCZ42,10.5,Low Fat,0.011278535,Household,237.0248,OUT013,1987,High,Tier 3,Supermarket Type1,5451.5704
3777,FDO46,9.6,Regular,0,Snack Foods,191.0872,OUT017,2007,,Tier 2,Supermarket Type1,4349.0056
3778,FDQ57,,Low Fat,0.027812304,Snack Foods,147.476,OUT027,1985,Medium,Tier 3,Supermarket Type3,3368.948
3779,FDZ36,6.035,Regular,0.066051758,Baking Goods,187.724,OUT018,2009,Medium,Tier 3,Supermarket Type2,2050.664
3780,FDK38,6.65,Low Fat,0.053506996,Canned,150.0734,OUT018,2009,Medium,Tier 3,Supermarket Type2,3563.3616
3781,FDU51,,Regular,0.096046304,Meat,178.7028,OUT027,1985,Medium,Tier 3,Supermarket Type3,4604.6728
3782,FDS14,7.285,Low Fat,0.049922304,Dairy,156.9288,OUT013,1987,High,Tier 3,Supermarket Type1,1571.288
3783,FDQ40,11.1,Regular,0.036083537,Frozen Foods,175.4712,OUT049,1999,Medium,Tier 1,Supermarket Type1,2988.1104
3784,FDE20,11.35,Regular,0.005539114,Fruits and Vegetables,167.879,OUT049,1999,Medium,Tier 1,Supermarket Type1,4074.696
3785,FDH58,12.3,Low Fat,0.036939673,Snack Foods,113.1834,OUT046,1997,Small,Tier 1,Supermarket Type1,3109.9518
3786,NCK53,11.6,Low Fat,0.037793818,Health and Hygiene,99.3042,OUT017,2007,,Tier 2,Supermarket Type1,2281.6966
3787,FDJ44,12.3,Regular,0.106928681,Fruits and Vegetables,173.7396,OUT017,2007,,Tier 2,Supermarket Type1,3663.2316
3788,FDN22,18.85,Regular,0.138585859,Snack Foods,252.4724,OUT045,2002,,Tier 2,Supermarket Type1,3271.7412
3789,FDH56,9.8,Regular,0.06407717,Fruits and Vegetables,116.7492,OUT018,2009,Medium,Tier 3,Supermarket Type2,1621.8888
3790,FDK48,7.445,Low Fat,0.037708542,Baking Goods,74.7354,OUT045,2002,,Tier 2,Supermarket Type1,1128.531
3791,FDQ40,11.1,Regular,0.036020711,Frozen Foods,177.2712,OUT035,2004,Small,Tier 2,Supermarket Type1,2109.2544
3792,FDH10,21,Low Fat,0.049295686,Snack Foods,194.4478,OUT035,2004,Small,Tier 2,Supermarket Type1,968.739
3793,FDM21,20.2,Low Fat,0.06449461,Snack Foods,259.2646,OUT045,2002,,Tier 2,Supermarket Type1,3091.9752
3794,FDX12,18.2,Regular,0.026117345,Baking Goods,239.2196,OUT045,2002,,Tier 2,Supermarket Type1,3133.2548
3795,FDM51,11.8,Regular,0.025904648,Meat,102.4674,OUT013,1987,High,Tier 3,Supermarket Type1,2037.348
3796,FDG09,20.6,Regular,0.080235512,Fruits and Vegetables,188.9556,OUT010,1998,,Tier 3,Grocery Store,563.2668
3797,DRD37,9.8,Low Fat,0.013830218,Soft Drinks,45.306,OUT013,1987,High,Tier 3,Supermarket Type1,1304.968
3798,FDN21,18.6,Low Fat,0.076855628,Snack Foods,161.0236,OUT046,1997,Small,Tier 1,Supermarket Type1,483.3708
3799,NCQ06,13,Low Fat,0.041824524,Household,256.7014,OUT046,1997,Small,Tier 1,Supermarket Type1,2805.0154
3800,FDV52,20.7,Regular,0.12152072,Frozen Foods,118.0466,OUT046,1997,Small,Tier 1,Supermarket Type1,1060.6194
3801,FDC10,9.8,Regular,0.073289899,Snack Foods,120.8098,OUT017,2007,,Tier 2,Supermarket Type1,1325.6078
3802,FDX51,9.5,Regular,0.022054553,Meat,195.4452,OUT035,2004,Small,Tier 2,Supermarket Type1,4502.1396
3803,NCD54,21.1,low fat,0.029054046,Household,144.6786,OUT049,1999,Medium,Tier 1,Supermarket Type1,2889.572
3804,NCK18,,Low Fat,0.006665667,Household,164.1184,OUT027,1985,Medium,Tier 3,Supermarket Type3,3797.7232
3805,FDZ01,8.975,Regular,0.009057132,Canned,104.099,OUT035,2004,Small,Tier 2,Supermarket Type1,2476.776
3806,FDT48,4.92,Low Fat,0.045955031,Baking Goods,199.1084,OUT046,1997,Small,Tier 1,Supermarket Type1,2182.4924
3807,FDB40,17.5,Regular,0.007551607,Dairy,145.8102,OUT049,1999,Medium,Tier 1,Supermarket Type1,1895.5326
3808,NCC07,,Low Fat,0.023835164,Household,103.3964,OUT027,1985,Medium,Tier 3,Supermarket Type3,3050.6956
3809,FDT52,9.695,Regular,0.047503318,Frozen Foods,244.6144,OUT049,1999,Medium,Tier 1,Supermarket Type1,3185.1872
3810,FDK09,,Low Fat,0.160665697,Snack Foods,227.5352,OUT019,1985,Small,Tier 1,Grocery Store,916.1408
3811,NCQ30,7.725,LF,0.048661041,Household,123.7414,OUT010,1998,,Tier 3,Grocery Store,121.8414
3812,FDZ60,,Low Fat,0.208987123,Baking Goods,106.0596,OUT019,1985,Small,Tier 1,Grocery Store,215.7192
3813,NCK18,9.6,Low Fat,0.006692529,Household,164.9184,OUT013,1987,High,Tier 3,Supermarket Type1,2972.1312
3814,FDV11,9.1,Regular,0.136695145,Breads,173.4054,OUT010,1998,,Tier 3,Grocery Store,875.527
3815,FDR25,17,Regular,0.140311123,Canned,265.6884,OUT017,2007,,Tier 2,Supermarket Type1,2649.884
3816,FDB26,14,Regular,0.031330907,Canned,52.364,OUT045,2002,,Tier 2,Supermarket Type1,745.696
3817,DRD01,12.1,Regular,0.061521569,Soft Drinks,55.8614,OUT017,2007,,Tier 2,Supermarket Type1,1436.7964
3818,FDG32,19.85,LF,0.176991029,Fruits and Vegetables,221.5772,OUT017,2007,,Tier 2,Supermarket Type1,3558.0352
3819,FDY49,17.2,Regular,0.0120098,Canned,163.1184,OUT035,2004,Small,Tier 2,Supermarket Type1,2807.0128
3820,FDD26,8.71,Regular,0.072141818,Canned,183.3924,OUT035,2004,Small,Tier 2,Supermarket Type1,2776.386
3821,FDC22,6.89,Regular,0.136984147,Snack Foods,192.682,OUT018,2009,Medium,Tier 3,Supermarket Type2,2703.148
3822,DRD27,18.75,Low Fat,0,Dairy,97.9042,OUT045,2002,,Tier 2,Supermarket Type1,1686.4714
3823,FDA44,,Low Fat,0.052964982,Fruits and Vegetables,57.793,OUT027,1985,Medium,Tier 3,Supermarket Type3,1754.383
3824,FDW01,14.5,LF,0,Canned,154.4682,OUT013,1987,High,Tier 3,Supermarket Type1,1524.682
3825,FDV32,,Low Fat,0.155316936,Fruits and Vegetables,64.151,OUT019,1985,Small,Tier 1,Grocery Store,316.255
3826,FDK32,,Regular,0.048738407,Fruits and Vegetables,152.8682,OUT027,1985,Medium,Tier 3,Supermarket Type3,5031.4506
3827,NCA05,20.75,Low Fat,0,Health and Hygiene,149.4734,OUT013,1987,High,Tier 3,Supermarket Type1,2969.468
3828,FDR10,17.6,Low Fat,0.010031539,Snack Foods,161.5552,OUT013,1987,High,Tier 3,Supermarket Type1,1787.0072
3829,FDL22,16.85,Low Fat,0.036383293,Snack Foods,91.0488,OUT035,2004,Small,Tier 2,Supermarket Type1,1086.5856
3830,FDD10,20.6,Regular,0,Snack Foods,178.1344,OUT035,2004,Small,Tier 2,Supermarket Type1,3568.688
3831,FDW25,5.175,LF,0.03736783,Canned,86.9224,OUT013,1987,High,Tier 3,Supermarket Type1,255.6672
3832,FDR47,17.85,Low Fat,0.087604647,Breads,196.9794,OUT049,1999,Medium,Tier 1,Supermarket Type1,1560.6352
3833,DRF27,8.93,Low Fat,0.028461453,Dairy,152.234,OUT049,1999,Medium,Tier 1,Supermarket Type1,5053.422
3834,FDQ48,,Regular,0.034244601,Baking Goods,97.2726,OUT027,1985,Medium,Tier 3,Supermarket Type3,1957.452
3835,FDS37,7.655,Low Fat,0.031938828,Canned,114.1492,OUT035,2004,Small,Tier 2,Supermarket Type1,1158.492
3836,NCI18,18.35,LF,0.014024028,Household,224.5746,OUT046,1997,Small,Tier 1,Supermarket Type1,2692.4952
3837,NCJ42,,Low Fat,0.014232071,Household,100.9332,OUT027,1985,Medium,Tier 3,Supermarket Type3,1743.0644
3838,FDY48,14,Low Fat,0.023730384,Baking Goods,104.3332,OUT035,2004,Small,Tier 2,Supermarket Type1,1435.4648
3839,FDB39,11.6,Low Fat,0.038578846,Dairy,56.1272,OUT049,1999,Medium,Tier 1,Supermarket Type1,671.1264
3840,DRI37,15.85,Low Fat,0.108036187,Soft Drinks,57.3904,OUT018,2009,Medium,Tier 3,Supermarket Type2,703.0848
3841,FDB58,10.5,Regular,0.013572808,Snack Foods,143.2154,OUT017,2007,,Tier 2,Supermarket Type1,1559.9694
3842,FDV12,16.7,Regular,0.06082402,Baking Goods,98.7384,OUT013,1987,High,Tier 3,Supermarket Type1,1773.6912
3843,NCU06,17.6,Low Fat,0.074345142,Household,230.901,OUT013,1987,High,Tier 3,Supermarket Type1,4364.319
3844,FDU34,18.25,Low Fat,0.075501241,Snack Foods,123.1046,OUT018,2009,Medium,Tier 3,Supermarket Type2,249.0092
3845,FDP31,21.1,Regular,0.16216286,Fruits and Vegetables,62.2168,OUT018,2009,Medium,Tier 3,Supermarket Type2,383.5008
3846,FDV11,9.1,Regular,0.081652352,Breads,177.0054,OUT035,2004,Small,Tier 2,Supermarket Type1,2101.2648
3847,NCY06,15.25,Low Fat,0.061434045,Household,130.9968,OUT018,2009,Medium,Tier 3,Supermarket Type2,2348.9424
3848,NCV41,14.35,Low Fat,0.017073332,Health and Hygiene,109.5228,OUT045,2002,,Tier 2,Supermarket Type1,1657.842
3849,FDQ52,,Low Fat,0.118806857,Frozen Foods,248.8434,OUT027,1985,Medium,Tier 3,Supermarket Type3,6705.2718
3850,FDM38,5.885,Regular,0.092694107,Canned,53.6982,OUT013,1987,High,Tier 3,Supermarket Type1,1525.3478
3851,FDA14,16.1,Low Fat,0.065183228,Dairy,148.076,OUT046,1997,Small,Tier 1,Supermarket Type1,1464.76
3852,FDB23,,Regular,0.005561538,Starchy Foods,224.0062,OUT027,1985,Medium,Tier 3,Supermarket Type3,3837.0054
3853,DRH49,19.7,Low Fat,0.024635077,Soft Drinks,84.1592,OUT013,1987,High,Tier 3,Supermarket Type1,1073.2696
3854,FDI40,11.5,Regular,0.126313413,Frozen Foods,100.6358,OUT017,2007,,Tier 2,Supermarket Type1,2010.716
3855,FDR37,16.5,Regular,0.066383907,Breakfast,180.4292,OUT045,2002,,Tier 2,Supermarket Type1,2189.1504
3856,FDS16,15.15,Regular,0.066279832,Frozen Foods,147.876,OUT049,1999,Medium,Tier 1,Supermarket Type1,4540.756
3857,FDT15,12.15,Regular,0.042681522,Meat,184.295,OUT046,1997,Small,Tier 1,Supermarket Type1,2014.045
3858,FDL32,15.7,Regular,0,Fruits and Vegetables,112.4544,OUT013,1987,High,Tier 3,Supermarket Type1,1230.3984
3859,FDB39,11.6,Low Fat,0.038736838,Dairy,55.8272,OUT017,2007,,Tier 2,Supermarket Type1,1454.1072
3860,FDX40,12.85,Low Fat,0.098910759,Frozen Foods,37.6164,OUT013,1987,High,Tier 3,Supermarket Type1,308.9312
3861,DRD13,15,Low Fat,0.049178998,Soft Drinks,65.6168,OUT045,2002,,Tier 2,Supermarket Type1,639.168
3862,FDZ43,11,Regular,0.057011062,Fruits and Vegetables,241.9512,OUT013,1987,High,Tier 3,Supermarket Type1,2908.2144
